"","NAME","state","county","tract","B02001_001E","B02001_002E"
"557","Census Tract 1426.01, New Haven County, Connecticut","09","009","142601",6306,2052
"558","Census Tract 1426.03, New Haven County, Connecticut","09","009","142603",4022,2331
"559","Census Tract 1426.04, New Haven County, Connecticut","09","009","142604",3263,1852
"560","Census Tract 1427, New Haven County, Connecticut","09","009","142700",6299,2802
"561","Census Tract 1428, New Haven County, Connecticut","09","009","142800",4832,3662
"562","Census Tract 1501, New Haven County, Connecticut","09","009","150100",3877,3657
"563","Census Tract 1502, New Haven County, Connecticut","09","009","150200",3841,2741
"564","Census Tract 1503, New Haven County, Connecticut","09","009","150300",4296,3978
"565","Census Tract 1504, New Haven County, Connecticut","09","009","150400",4308,3552
"566","Census Tract 1505, New Haven County, Connecticut","09","009","150500",4019,3558
"567","Census Tract 1506, New Haven County, Connecticut","09","009","150600",6740,5922
"568","Census Tract 1507, New Haven County, Connecticut","09","009","150700",4449,4239
"569","Census Tract 1508, New Haven County, Connecticut","09","009","150800",3925,3651
"570","Census Tract 1509, New Haven County, Connecticut","09","009","150900",3885,3530
"571","Census Tract 1510, New Haven County, Connecticut","09","009","151000",3939,3745
"572","Census Tract 1511, New Haven County, Connecticut","09","009","151100",6650,6244
"573","Census Tract 1512, New Haven County, Connecticut","09","009","151200",3110,2898
"574","Census Tract 1541, New Haven County, Connecticut","09","009","154100",7416,3657
"575","Census Tract 1542, New Haven County, Connecticut","09","009","154200",7026,3070
"576","Census Tract 1545, New Haven County, Connecticut","09","009","154500",4071,2872
"577","Census Tract 1546, New Haven County, Connecticut","09","009","154600",4822,3086
"578","Census Tract 1547, New Haven County, Connecticut","09","009","154700",6217,5821
"579","Census Tract 1548, New Haven County, Connecticut","09","009","154800",4888,4477
"580","Census Tract 1549, New Haven County, Connecticut","09","009","154900",3544,3031
"581","Census Tract 1550, New Haven County, Connecticut","09","009","155000",5981,3505
"582","Census Tract 1551, New Haven County, Connecticut","09","009","155100",3805,2949
"583","Census Tract 1571, New Haven County, Connecticut","09","009","157100",2657,2238
"584","Census Tract 1572, New Haven County, Connecticut","09","009","157200",3725,3351
"585","Census Tract 1573, New Haven County, Connecticut","09","009","157300",3125,2799
"586","Census Tract 1574, New Haven County, Connecticut","09","009","157400",4440,4035
"587","Census Tract 1601, New Haven County, Connecticut","09","009","160100",3343,2955
"588","Census Tract 1602, New Haven County, Connecticut","09","009","160200",5626,4711
"589","Census Tract 1611, New Haven County, Connecticut","09","009","161100",5546,5385
"590","Census Tract 1651, New Haven County, Connecticut","09","009","165100",4375,2884
"591","Census Tract 1652, New Haven County, Connecticut","09","009","165200",2366,2046
"592","Census Tract 1653, New Haven County, Connecticut","09","009","165300",2409,2148
"593","Census Tract 1654, New Haven County, Connecticut","09","009","165400",5155,3517
"594","Census Tract 1655, New Haven County, Connecticut","09","009","165500",4565,1126
"595","Census Tract 1656, New Haven County, Connecticut","09","009","165600",5658,3983
"596","Census Tract 1657, New Haven County, Connecticut","09","009","165700",4342,1933
"597","Census Tract 1658.01, New Haven County, Connecticut","09","009","165801",6033,2935
"598","Census Tract 1658.02, New Haven County, Connecticut","09","009","165802",4418,3048
"599","Census Tract 1659, New Haven County, Connecticut","09","009","165900",8347,7007
"600","Census Tract 1660.01, New Haven County, Connecticut","09","009","166001",6471,4988
"601","Census Tract 1660.02, New Haven County, Connecticut","09","009","166002",7466,6740
"602","Census Tract 1671, New Haven County, Connecticut","09","009","167100",8227,7246
"603","Census Tract 1672.01, New Haven County, Connecticut","09","009","167201",4122,3504
"604","Census Tract 1672.02, New Haven County, Connecticut","09","009","167202",4549,4208
"605","Census Tract 1673, New Haven County, Connecticut","09","009","167300",7099,6371
"606","Census Tract 1701, New Haven County, Connecticut","09","009","170100",1839,1083
"607","Census Tract 1702, New Haven County, Connecticut","09","009","170200",2068,1270
"608","Census Tract 1703, New Haven County, Connecticut","09","009","170300",2109,1197
"609","Census Tract 1704, New Haven County, Connecticut","09","009","170400",1613,1262
"610","Census Tract 1705, New Haven County, Connecticut","09","009","170500",6098,5573
"611","Census Tract 1706, New Haven County, Connecticut","09","009","170600",2680,2152
"612","Census Tract 1707, New Haven County, Connecticut","09","009","170700",2650,1733
"613","Census Tract 1708, New Haven County, Connecticut","09","009","170800",5378,4345
"614","Census Tract 1709, New Haven County, Connecticut","09","009","170900",2076,1278
"615","Census Tract 1710, New Haven County, Connecticut","09","009","171000",1668,938
"616","Census Tract 1711, New Haven County, Connecticut","09","009","171100",5510,4554
"617","Census Tract 1712, New Haven County, Connecticut","09","009","171200",8717,7493
"618","Census Tract 1713, New Haven County, Connecticut","09","009","171300",3854,3123
"619","Census Tract 1714, New Haven County, Connecticut","09","009","171400",1892,1062
"620","Census Tract 1715, New Haven County, Connecticut","09","009","171500",3184,1931
"621","Census Tract 1716, New Haven County, Connecticut","09","009","171600",4928,3368
"622","Census Tract 1717, New Haven County, Connecticut","09","009","171700",4352,3786
"623","Census Tract 1751, New Haven County, Connecticut","09","009","175100",3082,2833
"624","Census Tract 1752, New Haven County, Connecticut","09","009","175200",2412,2111
"625","Census Tract 1753, New Haven County, Connecticut","09","009","175300",4033,3798
"626","Census Tract 1754, New Haven County, Connecticut","09","009","175400",4361,3570
"627","Census Tract 1755, New Haven County, Connecticut","09","009","175500",7843,7014
"628","Census Tract 1756, New Haven County, Connecticut","09","009","175600",5042,4463
"629","Census Tract 1757, New Haven County, Connecticut","09","009","175700",2455,2380
"630","Census Tract 1758, New Haven County, Connecticut","09","009","175800",3687,3226
"631","Census Tract 1759, New Haven County, Connecticut","09","009","175900",5341,4794
"632","Census Tract 1760, New Haven County, Connecticut","09","009","176000",6898,6582
"633","Census Tract 1801, New Haven County, Connecticut","09","009","180100",6585,5823
"634","Census Tract 1802, New Haven County, Connecticut","09","009","180200",5474,3754
"635","Census Tract 1803, New Haven County, Connecticut","09","009","180300",2484,2151
"636","Census Tract 1804, New Haven County, Connecticut","09","009","180400",3024,2596
"637","Census Tract 1805, New Haven County, Connecticut","09","009","180500",4514,3957
"638","Census Tract 1806.01, New Haven County, Connecticut","09","009","180601",3016,2817
"639","Census Tract 1806.02, New Haven County, Connecticut","09","009","180602",4042,3776
"640","Census Tract 1841, New Haven County, Connecticut","09","009","184100",5270,5045
"641","Census Tract 1842, New Haven County, Connecticut","09","009","184200",4178,3430
"642","Census Tract 1843, New Haven County, Connecticut","09","009","184300",4022,3738
"643","Census Tract 1844, New Haven County, Connecticut","09","009","184400",3213,3052
"644","Census Tract 1845, New Haven County, Connecticut","09","009","184500",2362,2273
"645","Census Tract 1846, New Haven County, Connecticut","09","009","184600",3001,2977
"646","Census Tract 1847, New Haven County, Connecticut","09","009","184700",6020,5211
"647","Census Tract 1861, New Haven County, Connecticut","09","009","186100",7444,7031
"648","Census Tract 1862, New Haven County, Connecticut","09","009","186200",6943,6802
"649","Census Tract 1901, New Haven County, Connecticut","09","009","190100",3229,3133
"650","Census Tract 1902, New Haven County, Connecticut","09","009","190200",3318,3219
"651","Census Tract 1903.01, New Haven County, Connecticut","09","009","190301",6923,6537
"652","Census Tract 1903.02, New Haven County, Connecticut","09","009","190302",5529,5199
"653","Census Tract 1903.03, New Haven County, Connecticut","09","009","190303",3406,3263
"654","Census Tract 1941, New Haven County, Connecticut","09","009","194100",5417,5280
"655","Census Tract 1942.01, New Haven County, Connecticut","09","009","194201",7428,7053
"656","Census Tract 1942.02, New Haven County, Connecticut","09","009","194202",5439,5123
"657","Census Tract 3411, New Haven County, Connecticut","09","009","341100",6065,5818
"658","Census Tract 3431.01, New Haven County, Connecticut","09","009","343101",5939,3758
"659","Census Tract 3431.02, New Haven County, Connecticut","09","009","343102",3544,3104
"660","Census Tract 3432, New Haven County, Connecticut","09","009","343200",6596,5557
"661","Census Tract 3433, New Haven County, Connecticut","09","009","343300",6485,5655
"662","Census Tract 3434, New Haven County, Connecticut","09","009","343400",6708,5967
"663","Census Tract 3441, New Haven County, Connecticut","09","009","344100",4740,4245
"664","Census Tract 3442, New Haven County, Connecticut","09","009","344200",2835,2450
"665","Census Tract 3451, New Haven County, Connecticut","09","009","345100",6753,5749
"666","Census Tract 3452.01, New Haven County, Connecticut","09","009","345201",6780,5979
"667","Census Tract 3452.02, New Haven County, Connecticut","09","009","345202",4116,3534
"668","Census Tract 3453, New Haven County, Connecticut","09","009","345300",6837,5999
"669","Census Tract 3454, New Haven County, Connecticut","09","009","345400",7304,6440
"670","Census Tract 3461.01, New Haven County, Connecticut","09","009","346101",6959,6743
"671","Census Tract 3461.02, New Haven County, Connecticut","09","009","346102",5872,5742
"672","Census Tract 3471, New Haven County, Connecticut","09","009","347100",5391,5044
"673","Census Tract 3472, New Haven County, Connecticut","09","009","347200",4224,4106
"674","Census Tract 3481.11, New Haven County, Connecticut","09","009","348111",2879,2689
"675","Census Tract 3481.22, New Haven County, Connecticut","09","009","348122",4274,3856
"676","Census Tract 3481.23, New Haven County, Connecticut","09","009","348123",5654,5379
"677","Census Tract 3481.24, New Haven County, Connecticut","09","009","348124",2404,2356
"678","Census Tract 3481.25, New Haven County, Connecticut","09","009","348125",4665,4180
"679","Census Tract 3501, New Haven County, Connecticut","09","009","350100",3569,2058
"680","Census Tract 3502, New Haven County, Connecticut","09","009","350200",3641,1301
"681","Census Tract 3503, New Haven County, Connecticut","09","009","350300",1794,540
"682","Census Tract 3504, New Haven County, Connecticut","09","009","350400",2599,929
"683","Census Tract 3505, New Haven County, Connecticut","09","009","350500",2776,1284
"684","Census Tract 3508, New Haven County, Connecticut","09","009","350800",5782,3411
"685","Census Tract 3509, New Haven County, Connecticut","09","009","350900",2316,1176
"686","Census Tract 3510, New Haven County, Connecticut","09","009","351000",4209,2161
"687","Census Tract 3511, New Haven County, Connecticut","09","009","351100",3895,1801
"688","Census Tract 3512, New Haven County, Connecticut","09","009","351200",4073,1539
"689","Census Tract 3513, New Haven County, Connecticut","09","009","351300",6031,3656
"690","Census Tract 3514, New Haven County, Connecticut","09","009","351400",3816,2334
"691","Census Tract 3515, New Haven County, Connecticut","09","009","351500",4918,3344
"692","Census Tract 3516.01, New Haven County, Connecticut","09","009","351601",3406,2261
"693","Census Tract 3516.02, New Haven County, Connecticut","09","009","351602",6232,5233
"694","Census Tract 3517, New Haven County, Connecticut","09","009","351700",2773,1344
"695","Census Tract 3518, New Haven County, Connecticut","09","009","351800",3615,3045
"696","Census Tract 3519, New Haven County, Connecticut","09","009","351900",2576,1970
"697","Census Tract 3520, New Haven County, Connecticut","09","009","352000",5031,3298
"698","Census Tract 3521, New Haven County, Connecticut","09","009","352100",3905,2366
"699","Census Tract 3522, New Haven County, Connecticut","09","009","352200",2637,975
"700","Census Tract 3523, New Haven County, Connecticut","09","009","352300",3278,1915
"701","Census Tract 3524, New Haven County, Connecticut","09","009","352400",3178,2137
"702","Census Tract 3525, New Haven County, Connecticut","09","009","352500",2716,1643
"703","Census Tract 3526, New Haven County, Connecticut","09","009","352600",5597,3971
"704","Census Tract 3527.01, New Haven County, Connecticut","09","009","352701",3082,2606
"705","Census Tract 3527.02, New Haven County, Connecticut","09","009","352702",5838,4495
"706","Census Tract 3528, New Haven County, Connecticut","09","009","352800",6604,4040
"707","Census Tract 3611, New Haven County, Connecticut","09","009","361100",6570,6314
"708","Census Tract 3612, New Haven County, Connecticut","09","009","361200",5329,4981
"709","Census Tract 3613, New Haven County, Connecticut","09","009","361300",4825,4571
"710","Census Tract 3614.01, New Haven County, Connecticut","09","009","361401",3978,2764
"711","Census Tract 3614.02, New Haven County, Connecticut","09","009","361402",2822,1881
"712","Census Tract 3615, New Haven County, Connecticut","09","009","361500",7520,3862
"713","Census Tract 9900, New Haven County, Connecticut","09","009","990000",0,0
"714","Census Tract 6501, New London County, Connecticut","09","011","650100",2367,2287
"715","Census Tract 6601.01, New London County, Connecticut","09","011","660101",3185,3132
"716","Census Tract 6601.02, New London County, Connecticut","09","011","660102",4402,4173
"717","Census Tract 6903, New London County, Connecticut","09","011","690300",6662,3162
"718","Census Tract 6904, New London County, Connecticut","09","011","690400",2156,1143
"719","Census Tract 6905, New London County, Connecticut","09","011","690500",2757,1514
"720","Census Tract 6907, New London County, Connecticut","09","011","690700",1102,748
"721","Census Tract 6908, New London County, Connecticut","09","011","690800",3329,1881
"722","Census Tract 6909, New London County, Connecticut","09","011","690900",4964,3925
"723","Census Tract 6933, New London County, Connecticut","09","011","693300",5211,4645
"724","Census Tract 6934, New London County, Connecticut","09","011","693400",4210,3727
"725","Census Tract 6935, New London County, Connecticut","09","011","693500",3546,3320
"726","Census Tract 6936, New London County, Connecticut","09","011","693600",2927,2664
"727","Census Tract 6937, New London County, Connecticut","09","011","693700",3605,2944
"728","Census Tract 6952.01, New London County, Connecticut","09","011","695201",5095,4595
"729","Census Tract 6952.02, New London County, Connecticut","09","011","695202",6694,5643
"730","Census Tract 6961, New London County, Connecticut","09","011","696100",4903,3945
"731","Census Tract 6962, New London County, Connecticut","09","011","696200",4974,4041
"732","Census Tract 6963, New London County, Connecticut","09","011","696300",2766,2146
"733","Census Tract 6964, New London County, Connecticut","09","011","696400",5603,3223
"734","Census Tract 6965, New London County, Connecticut","09","011","696500",3285,2487
"735","Census Tract 6966, New London County, Connecticut","09","011","696600",3943,2789
"736","Census Tract 6967, New London County, Connecticut","09","011","696700",6059,3686
"737","Census Tract 6968, New London County, Connecticut","09","011","696800",3789,1924
"738","Census Tract 6970, New London County, Connecticut","09","011","697000",5056,3337
"739","Census Tract 7001, New London County, Connecticut","09","011","700100",4735,3958
"740","Census Tract 7011, New London County, Connecticut","09","011","701100",7889,6249
"741","Census Tract 7012, New London County, Connecticut","09","011","701200",7184,6637
"742","Census Tract 7021, New London County, Connecticut","09","011","702100",4484,4012
"743","Census Tract 7023, New London County, Connecticut","09","011","702300",2122,1674
"744","Census Tract 7024, New London County, Connecticut","09","011","702400",3667,2628
"745","Census Tract 7025, New London County, Connecticut","09","011","702500",4510,3131
"746","Census Tract 7026, New London County, Connecticut","09","011","702600",1171,1110
"747","Census Tract 7027, New London County, Connecticut","09","011","702700",4913,3869
"748","Census Tract 7028, New London County, Connecticut","09","011","702800",4062,2871
"749","Census Tract 7029, New London County, Connecticut","09","011","702900",2542,2365
"750","Census Tract 7030, New London County, Connecticut","09","011","703000",3544,3351
"751","Census Tract 7051.01, New London County, Connecticut","09","011","705101",4814,4469
"752","Census Tract 7051.02, New London County, Connecticut","09","011","705102",4167,3766
"753","Census Tract 7052, New London County, Connecticut","09","011","705200",3436,3305
"754","Census Tract 7053, New London County, Connecticut","09","011","705300",3609,3354
"755","Census Tract 7054, New London County, Connecticut","09","011","705400",2513,2408
"756","Census Tract 7071, New London County, Connecticut","09","011","707100",5293,4880
"757","Census Tract 7081, New London County, Connecticut","09","011","708100",2602,2450
"758","Census Tract 7091, New London County, Connecticut","09","011","709100",6705,6177
"759","Census Tract 7092, New London County, Connecticut","09","011","709200",5247,4827
"760","Census Tract 7101, New London County, Connecticut","09","011","710100",4340,4197
"761","Census Tract 7111, New London County, Connecticut","09","011","711100",2993,2731
"762","Census Tract 7121, New London County, Connecticut","09","011","712100",1993,1931
"763","Census Tract 7131, New London County, Connecticut","09","011","713100",2631,2470
"764","Census Tract 7141.01, New London County, Connecticut","09","011","714101",3385,3260
"765","Census Tract 7141.03, New London County, Connecticut","09","011","714103",7699,7359
"766","Census Tract 7141.04, New London County, Connecticut","09","011","714104",5059,4900
"767","Census Tract 7151, New London County, Connecticut","09","011","715100",4176,3826
"768","Census Tract 7161.01, New London County, Connecticut","09","011","716101",5964,4394
"769","Census Tract 7161.02, New London County, Connecticut","09","011","716102",5065,4120
"770","Census Tract 8701, New London County, Connecticut","09","011","870100",7314,7043
"771","Census Tract 8702, New London County, Connecticut","09","011","870200",6187,4836
"772","Census Tract 8703, New London County, Connecticut","09","011","870300",6566,4422
"773","Census Tract 8705.01, New London County, Connecticut","09","011","870501",4018,2842
"774","Census Tract 8705.02, New London County, Connecticut","09","011","870502",3842,2392
"775","Census Tract 8707.01, New London County, Connecticut","09","011","870701",2168,2042
"776","Census Tract 8707.03, New London County, Connecticut","09","011","870703",1661,1553
"777","Census Tract 8707.04, New London County, Connecticut","09","011","870704",4260,3853
"778","Census Tract 9800, New London County, Connecticut","09","011","980000",2951,2207
"779","Census Tract 9901, New London County, Connecticut","09","011","990100",0,0
"780","Census Tract 5261.01, Tolland County, Connecticut","09","013","526101",4459,4351
"781","Census Tract 5261.02, Tolland County, Connecticut","09","013","526102",5168,4902
"782","Census Tract 5281, Tolland County, Connecticut","09","013","528100",3181,2933
"783","Census Tract 5291, Tolland County, Connecticut","09","013","529100",4963,4647
"784","Census Tract 5301, Tolland County, Connecticut","09","013","530100",2375,2040
"785","Census Tract 5302, Tolland County, Connecticut","09","013","530200",5803,4934
"786","Census Tract 5303.01, Tolland County, Connecticut","09","013","530301",5595,4037
"787","Census Tract 5303.02, Tolland County, Connecticut","09","013","530302",6216,5568
"788","Census Tract 5304, Tolland County, Connecticut","09","013","530400",3294,2622
"789","Census Tract 5305, Tolland County, Connecticut","09","013","530500",3188,3078
"790","Census Tract 5306, Tolland County, Connecticut","09","013","530600",2691,2485
"791","Census Tract 5331.01, Tolland County, Connecticut","09","013","533101",9380,9043
"792","Census Tract 5331.02, Tolland County, Connecticut","09","013","533102",5591,5347
"793","Census Tract 5351, Tolland County, Connecticut","09","013","535100",8959,8712
"794","Census Tract 5352, Tolland County, Connecticut","09","013","535200",6766,6382
"795","Census Tract 5381, Tolland County, Connecticut","09","013","538100",1687,586
"796","Census Tract 5382.01, Tolland County, Connecticut","09","013","538201",5625,5112
"797","Census Tract 5382.02, Tolland County, Connecticut","09","013","538202",4119,3962
"798","Census Tract 8401, Tolland County, Connecticut","09","013","840100",5994,5743
"799","Census Tract 8501, Tolland County, Connecticut","09","013","850100",5349,4928
"800","Census Tract 8502, Tolland County, Connecticut","09","013","850200",7085,6988
"801","Census Tract 8601, Tolland County, Connecticut","09","013","860100",5472,4853
"802","Census Tract 8811, Tolland County, Connecticut","09","013","881100",4237,3710
"803","Census Tract 8812, Tolland County, Connecticut","09","013","881200",10843,8549
"804","Census Tract 8813, Tolland County, Connecticut","09","013","881300",5567,4186
"805","Census Tract 8815, Tolland County, Connecticut","09","013","881500",5681,4412
"806","Census Tract 8901, Tolland County, Connecticut","09","013","890100",4135,3795
"807","Census Tract 8902.01, Tolland County, Connecticut","09","013","890201",3584,3490
"808","Census Tract 8902.02, Tolland County, Connecticut","09","013","890202",5244,5150
"809","Census Tract 8003, Windham County, Connecticut","09","015","800300",6894,5045
"810","Census Tract 8004, Windham County, Connecticut","09","015","800400",4079,3350
"811","Census Tract 8005, Windham County, Connecticut","09","015","800500",6741,5883
"812","Census Tract 8006, Windham County, Connecticut","09","015","800600",4364,3090
"813","Census Tract 8007, Windham County, Connecticut","09","015","800700",3193,2408
"814","Census Tract 8150, Windham County, Connecticut","09","015","815000",2256,2174
"815","Census Tract 8200, Windham County, Connecticut","09","015","820000",1912,1838
"816","Census Tract 8250, Windham County, Connecticut","09","015","825000",1709,1664
"817","Census Tract 8301, Windham County, Connecticut","09","015","830100",4297,4092
"818","Census Tract 9001, Windham County, Connecticut","09","015","900100",4713,4545
"819","Census Tract 9002, Windham County, Connecticut","09","015","900200",4677,4538
"820","Census Tract 9011, Windham County, Connecticut","09","015","901100",7916,7623
"821","Census Tract 9022, Windham County, Connecticut","09","015","902200",1726,1636
"822","Census Tract 9025, Windham County, Connecticut","09","015","902500",4216,4064
"823","Census Tract 9031, Windham County, Connecticut","09","015","903100",7248,6840
"824","Census Tract 9032, Windham County, Connecticut","09","015","903200",2267,2236
"825","Census Tract 9041, Windham County, Connecticut","09","015","904100",7217,7127
"826","Census Tract 9044, Windham County, Connecticut","09","015","904400",4147,3798
"827","Census Tract 9045, Windham County, Connecticut","09","015","904500",5917,5004
"828","Census Tract 9051, Windham County, Connecticut","09","015","905100",8240,7801
"829","Census Tract 9061, Windham County, Connecticut","09","015","906100",5110,4945
"830","Census Tract 9071, Windham County, Connecticut","09","015","907100",4445,4035
"831","Census Tract 9072, Windham County, Connecticut","09","015","907200",5327,4941
"832","Census Tract 9073, Windham County, Connecticut","09","015","907300",5498,5217
"833","Census Tract 9081, Windham County, Connecticut","09","015","908100",3809,3640
